DATE,USALORSGPNOSTSAM
2020-01-01,99.969418201009
2020-02-01,99.9879840445701
2020-03-01,95.201606463078
2020-04-01,92.2175779884838
2020-05-01,90.6523830884059
2020-06-01,92.3220661224575
2020-07-01,93.9836354976721
2020-08-01,95.6325066622474
2020-09-01,95.7560894916357
2020-10-01,95.8744988961364
2020-11-01,95.9887637643564
