,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate
0,20359,1,Alabama,2008,January,"3,577,198","2,182,712",61,"2,083,744",58.3,"98,968",4.5
1,20360,2,Alaska,2008,January,"498,693","352,640",70.7,"330,728",66.3,"21,912",6.2
2,20361,4,Arizona,2008,January,"4,822,624","3,048,650",63.2,"2,918,156",60.5,"130,494",4.3
3,20362,5,Arkansas,2008,January,"2,177,814","1,353,678",62.2,"1,284,620",59,"69,058",5.1
4,20363,6,California,2008,January,"27,453,421","18,047,064",65.7,"16,979,728",61.8,"1,067,336",5.9
5,20364,37,Los Angeles County,2008,January,"7,429,053","4,901,963",66,"4,614,310",62.1,"287,653",5.9
6,20365,8,Colorado,2008,January,"3,733,587","2,729,192",73.1,"2,615,692",70.1,"113,500",4.2
7,20366,9,Connecticut,2008,January,"2,718,370","1,869,605",68.8,"1,779,846",65.5,"89,759",4.8
8,20367,10,Delaware,2008,January,"673,835","449,481",66.7,"432,002",64.1,"17,479",3.9
9,20368,11,District of Columbia,2008,January,"475,485","331,102",69.6,"311,186",65.4,"19,916",6
10,20369,12,Florida,2008,January,"14,421,176","9,166,494",63.6,"8,780,743",60.9,"385,751",4.2
11,20370,13,Georgia,2008,January,"7,145,219","4,866,898",68.1,"4,601,237",64.4,"265,661",5.5
12,20371,15,Hawaii,2008,January,"972,401","640,525",65.9,"620,658",63.8,"19,867",3.1
13,20372,16,Idaho,2008,January,"1,125,010","753,003",66.9,"729,462",64.8,"23,541",3.1
14,20373,17,Illinois,2008,January,"9,782,110","6,709,673",68.6,"6,334,043",64.8,"375,630",5.6
15,20374,18,Indiana,2008,January,"4,858,075","3,222,317",66.3,"3,068,926",63.2,"153,391",4.8
16,20375,19,Iowa,2008,January,"2,313,758","1,671,514",72.2,"1,610,160",69.6,"61,354",3.7
17,20376,20,Kansas,2008,January,"2,104,656","1,488,330",70.7,"1,424,783",67.7,"63,547",4.3
18,20377,21,Kentucky,2008,January,"3,293,294","2,027,269",61.6,"1,919,001",58.3,"108,268",5.3
19,20378,22,Louisiana,2008,January,"3,328,228","2,046,613",61.5,"1,963,488",59,"83,125",4.1
20,20379,23,Maine,2008,January,"1,060,238","701,344",66.1,"668,746",63.1,"32,598",4.6
21,20380,24,Maryland,2008,January,"4,342,905","3,006,981",69.2,"2,899,910",66.8,"107,071",3.6
22,20381,25,Massachusetts,2008,January,"5,161,571","3,443,336",66.7,"3,287,272",63.7,"156,064",4.5
23,20382,26,Michigan,2008,January,"7,775,722","4,962,050",63.8,"4,604,930",59.2,"357,120",7.2
24,20383,27,Minnesota,2008,January,"4,034,155","2,896,805",71.8,"2,760,194",68.4,"136,611",4.7
25,20384,28,Mississippi,2008,January,"2,180,462","1,303,465",59.8,"1,224,659",56.2,"78,806",6
26,20385,29,Missouri,2008,January,"4,557,530","3,064,242",67.2,"2,899,013",63.6,"165,229",5.4
27,20386,30,Montana,2008,January,"755,967","510,364",67.5,"490,873",64.9,"19,491",3.8
28,20387,31,Nebraska,2008,January,"1,347,708","984,852",73.1,"955,811",70.9,"29,041",2.9
29,20388,32,Nevada,2008,January,"1,961,491","1,364,101",69.5,"1,291,670",65.9,"72,431",5.3
30,20389,33,New Hampshire,2008,January,"1,047,818","740,860",70.7,"715,950",68.3,"24,910",3.4
31,20390,34,New Jersey,2008,January,"6,705,664","4,470,219",66.7,"4,266,692",63.6,"203,527",4.6
32,20391,35,New Mexico,2008,January,"1,492,337","928,742",62.2,"893,771",59.9,"34,971",3.8
33,20392,36,New York,2008,January,"15,239,027","9,577,044",62.8,"9,124,073",59.9,"452,971",4.7
34,20393,51000,New York city,2008,January,"6,553,581","3,904,151",59.6,"3,709,174",56.6,"194,977",5
35,20394,37,North Carolina,2008,January,"6,956,036","4,550,387",65.4,"4,313,877",62,"236,510",5.2
36,20395,38,North Dakota,2008,January,"497,394","370,084",74.4,"359,404",72.3,"10,680",2.9
37,20396,39,Ohio,2008,January,"8,918,397","6,014,754",67.4,"5,675,960",63.6,"338,794",5.6
38,20397,40,Oklahoma,2008,January,"2,731,019","1,726,265",63.2,"1,667,262",61,"59,003",3.4
39,20398,41,Oregon,2008,January,"2,951,299","1,925,863",65.3,"1,827,073",61.9,"98,790",5.1
40,20399,42,Pennsylvania,2008,January,"9,863,659","6,397,499",64.9,"6,090,155",61.7,"307,344",4.8
41,20400,44,Rhode Island,2008,January,"837,890","569,965",68,"535,641",63.9,"34,324",6
42,20401,45,South Carolina,2008,January,"3,411,702","2,142,083",62.8,"2,014,465",59,"127,618",6
43,20402,46,South Dakota,2008,January,"608,608","437,280",71.8,"425,694",69.9,"11,586",2.6
44,20403,47,Tennessee,2008,January,"4,795,355","3,050,278",63.6,"2,887,750",60.2,"162,528",5.3
45,20404,48,Texas,2008,January,"17,582,139","11,551,722",65.7,"11,049,469",62.8,"502,253",4.3
46,20405,49,Utah,2008,January,"1,914,712","1,390,196",72.6,"1,350,736",70.5,"39,460",2.8
47,20406,50,Vermont,2008,January,"503,680","352,192",69.9,"337,980",67.1,"14,212",4
48,20407,51,Virginia,2008,January,"5,895,643","4,089,713",69.4,"3,941,102",66.8,"148,611",3.6
49,20408,53,Washington,2008,January,"5,051,757","3,446,781",68.2,"3,288,083",65.1,"158,698",4.6
50,20409,54,West Virginia,2008,January,"1,446,862","806,965",55.8,"769,341",53.2,"37,624",4.7
51,20410,55,Wisconsin,2008,January,"4,375,769","3,092,444",70.7,"2,952,857",67.5,"139,587",4.5
52,20411,56,Wyoming,2008,January,"407,544","294,176",72.2,"286,531",70.3,"7,645",2.6
53,20412,1,Alabama,2008,February,"3,579,499","2,182,002",61,"2,079,970",58.1,"102,032",4.7
54,20413,2,Alaska,2008,February,"499,046","353,200",70.8,"331,231",66.4,"21,969",6.2
55,20414,4,Arizona,2008,February,"4,830,910","3,055,250",63.2,"2,919,912",60.4,"135,338",4.4
56,20415,5,Arkansas,2008,February,"2,179,102","1,353,823",62.1,"1,286,093",59,"67,730",5
57,20416,6,California,2008,February,"27,479,147","18,061,461",65.7,"16,972,015",61.8,"1,089,446",6
58,20417,37,Los Angeles County,2008,February,"7,434,077","4,901,017",65.9,"4,604,505",61.9,"296,512",6.1
59,20418,8,Colorado,2008,February,"3,739,334","2,730,710",73,"2,615,827",70,"114,883",4.2
60,20419,9,Connecticut,2008,February,"2,719,672","1,871,046",68.8,"1,779,792",65.4,"91,254",4.9
61,20420,10,Delaware,2008,February,"674,570","450,124",66.7,"432,276",64.1,"17,848",4
62,20421,11,District of Columbia,2008,February,"475,745","331,607",69.7,"311,454",65.5,"20,153",6.1
63,20422,12,Florida,2008,February,"14,430,272","9,169,252",63.5,"8,765,562",60.7,"403,690",4.4
64,20423,13,Georgia,2008,February,"7,154,305","4,877,596",68.2,"4,604,149",64.4,"273,447",5.6
65,20424,15,Hawaii,2008,February,"972,875","641,682",66,"621,470",63.9,"20,212",3.1
66,20425,16,Idaho,2008,February,"1,126,616","751,556",66.7,"728,191",64.6,"23,365",3.1
67,20426,17,Illinois,2008,February,"9,786,404","6,708,900",68.6,"6,329,578",64.7,"379,322",5.7
68,20427,18,Indiana,2008,February,"4,860,492","3,225,717",66.4,"3,071,079",63.2,"154,638",4.8
69,20428,19,Iowa,2008,February,"2,314,422","1,672,496",72.3,"1,611,271",69.6,"61,225",3.7
70,20429,20,Kansas,2008,February,"2,105,468","1,488,077",70.7,"1,425,145",67.7,"62,932",4.2
71,20430,21,Kentucky,2008,February,"3,295,867","2,026,297",61.5,"1,917,658",58.2,"108,639",5.4
72,20431,22,Louisiana,2008,February,"3,332,810","2,049,281",61.5,"1,964,932",59,"84,349",4.1
73,20432,23,Maine,2008,February,"1,060,512","701,507",66.1,"669,081",63.1,"32,426",4.6
74,20433,24,Maryland,2008,February,"4,344,772","3,010,368",69.3,"2,902,178",66.8,"108,190",3.6
75,20434,25,Massachusetts,2008,February,"5,164,974","3,445,463",66.7,"3,288,107",63.7,"157,356",4.6
76,20435,26,Michigan,2008,February,"7,773,898","4,952,602",63.7,"4,595,514",59.1,"357,088",7.2
77,20436,27,Minnesota,2008,February,"4,036,544","2,897,217",71.8,"2,760,058",68.4,"137,159",4.7
78,20437,28,Mississippi,2008,February,"2,181,475","1,302,924",59.7,"1,223,753",56.1,"79,171",6.1
79,20438,29,Missouri,2008,February,"4,560,490","3,063,107",67.2,"2,897,024",63.5,"166,083",5.4
80,20439,30,Montana,2008,February,"756,618","510,816",67.5,"491,021",64.9,"19,795",3.9
81,20440,31,Nebraska,2008,February,"1,348,302","985,443",73.1,"956,411",70.9,"29,032",2.9
82,20441,32,Nevada,2008,February,"1,964,358","1,366,231",69.6,"1,291,488",65.7,"74,743",5.5
83,20442,33,New Hampshire,2008,February,"1,048,377","741,503",70.7,"716,454",68.3,"25,049",3.4
84,20443,34,New Jersey,2008,February,"6,707,719","4,474,935",66.7,"4,267,757",63.6,"207,178",4.6
85,20444,35,New Mexico,2008,February,"1,493,429","929,824",62.3,"894,455",59.9,"35,369",3.8
86,20445,36,New York,2008,February,"15,243,207","9,583,530",62.9,"9,126,805",59.9,"456,725",4.8
87,20446,51000,New York city,2008,February,"6,556,508","3,908,761",59.6,"3,713,630",56.6,"195,131",5
88,20447,37,North Carolina,2008,February,"6,965,787","4,549,021",65.3,"4,313,948",61.9,"235,073",5.2
89,20448,38,North Dakota,2008,February,"497,592","370,543",74.5,"360,026",72.4,"10,517",2.8
90,20449,39,Ohio,2008,February,"8,919,307","6,011,252",67.4,"5,672,357",63.6,"338,895",5.6
91,20450,40,Oklahoma,2008,February,"2,732,742","1,727,384",63.2,"1,670,591",61.1,"56,793",3.3
92,20451,41,Oregon,2008,February,"2,954,500","1,926,271",65.2,"1,828,799",61.9,"97,472",5.1
93,20452,42,Pennsylvania,2008,February,"9,866,910","6,403,801",64.9,"6,095,607",61.8,"308,194",4.8
94,20453,44,Rhode Island,2008,February,"837,823","569,022",67.9,"533,834",63.7,"35,188",6.2
95,20454,45,South Carolina,2008,February,"3,416,752","2,142,958",62.7,"2,014,109",58.9,"128,849",6
96,20455,46,South Dakota,2008,February,"609,056","437,379",71.8,"425,948",69.9,"11,431",2.6
97,20456,47,Tennessee,2008,February,"4,799,873","3,050,932",63.6,"2,884,998",60.1,"165,934",5.4
98,20457,48,Texas,2008,February,"17,609,205","11,569,544",65.7,"11,068,110",62.9,"501,434",4.3
99,20458,49,Utah,2008,February,"1,918,073","1,390,331",72.5,"1,350,305",70.4,"40,026",2.9
100,20459,50,Vermont,2008,February,"503,793","352,351",69.9,"337,975",67.1,"14,376",4.1
101,20460,51,Virginia,2008,February,"5,900,482","4,097,974",69.5,"3,947,359",66.9,"150,615",3.7
102,20461,53,Washington,2008,February,"5,057,807","3,451,561",68.2,"3,292,130",65.1,"159,431",4.6
103,20462,54,West Virginia,2008,February,"1,446,983","806,592",55.7,"769,703",53.2,"36,889",4.6
104,20463,55,Wisconsin,2008,February,"4,377,602","3,092,050",70.6,"2,956,324",67.5,"135,726",4.4
105,20464,56,Wyoming,2008,February,"408,100","294,628",72.2,"286,996",70.3,"7,632",2.6
106,20465,1,Alabama,2008,March,"3,582,052","2,181,312",60.9,"2,075,441",57.9,"105,871",4.9
107,20466,2,Alaska,2008,March,"499,412","353,867",70.9,"331,722",66.4,"22,145",6.3
108,20467,4,Arizona,2008,March,"4,839,400","3,062,260",63.3,"2,920,981",60.4,"141,279",4.6
109,20468,5,Arkansas,2008,March,"2,180,553","1,354,111",62.1,"1,287,098",59,"67,013",4.9
110,20469,6,California,2008,March,"27,505,162","18,079,489",65.7,"16,958,869",61.7,"1,120,620",6.2
111,20470,37,Los Angeles County,2008,March,"7,439,351","4,900,778",65.9,"4,592,688",61.7,"308,090",6.3
112,20471,8,Colorado,2008,March,"3,745,254","2,731,524",72.9,"2,614,588",69.8,"116,936",4.3
113,20472,9,Connecticut,2008,March,"2,721,142","1,872,549",68.8,"1,779,225",65.4,"93,324",5
114,20473,10,Delaware,2008,March,"675,366","450,558",66.7,"432,198",64,"18,360",4.1
115,20474,11,District of Columbia,2008,March,"476,047","332,201",69.8,"311,711",65.5,"20,490",6.2
116,20475,12,Florida,2008,March,"14,439,993","9,169,367",63.5,"8,745,057",60.6,"424,310",4.6
117,20476,13,Georgia,2008,March,"7,163,749","4,889,427",68.3,"4,607,194",64.3,"282,233",5.8
118,20477,15,Hawaii,2008,March,"973,332","642,622",66,"621,796",63.9,"20,826",3.2
119,20478,16,Idaho,2008,March,"1,128,349","750,634",66.5,"726,940",64.4,"23,694",3.2
120,20479,17,Illinois,2008,March,"9,791,250","6,703,482",68.5,"6,317,160",64.5,"386,322",5.8
121,20480,18,Indiana,2008,March,"4,863,316","3,229,511",66.4,"3,071,330",63.2,"158,181",4.9
122,20481,19,Iowa,2008,March,"2,315,303","1,673,699",72.3,"1,611,773",69.6,"61,926",3.7
123,20482,20,Kansas,2008,March,"2,106,418","1,488,306",70.7,"1,425,587",67.7,"62,719",4.2
124,20483,21,Kentucky,2008,March,"3,298,681","2,026,753",61.4,"1,916,245",58.1,"110,508",5.5
125,20484,22,Louisiana,2008,March,"3,337,626","2,051,196",61.5,"1,966,079",58.9,"85,117",4.1
126,20485,23,Maine,2008,March,"1,060,902","701,834",66.2,"669,166",63.1,"32,668",4.7
127,20486,24,Maryland,2008,March,"4,346,938","3,014,563",69.3,"2,903,324",66.8,"111,239",3.7
128,20487,25,Massachusetts,2008,March,"5,168,747","3,448,080",66.7,"3,288,084",63.6,"159,996",4.6
129,20488,26,Michigan,2008,March,"7,772,766","4,943,787",63.6,"4,583,166",59,"360,621",7.3
130,20489,27,Minnesota,2008,March,"4,039,257","2,898,610",71.8,"2,759,179",68.3,"139,431",4.8
131,20490,28,Mississippi,2008,March,"2,182,554","1,301,731",59.6,"1,221,681",56,"80,050",6.1
132,20491,29,Missouri,2008,March,"4,563,774","3,062,698",67.1,"2,894,477",63.4,"168,221",5.5
133,20492,30,Montana,2008,March,"757,375","511,130",67.5,"490,799",64.8,"20,331",4
134,20493,31,Nebraska,2008,March,"1,348,963","986,086",73.1,"956,801",70.9,"29,285",3
135,20494,32,Nevada,2008,March,"1,967,341","1,368,224",69.5,"1,290,616",65.6,"77,608",5.7
136,20495,33,New Hampshire,2008,March,"1,049,025","742,078",70.7,"716,778",68.3,"25,300",3.4
137,20496,34,New Jersey,2008,March,"6,710,074","4,478,301",66.7,"4,266,825",63.6,"211,476",4.7
138,20497,35,New Mexico,2008,March,"1,494,519","930,563",62.3,"894,781",59.9,"35,782",3.8
139,20498,36,New York,2008,March,"15,248,105","9,590,062",62.9,"9,128,290",59.9,"461,772",4.8
140,20499,51000,New York city,2008,March,"6,559,689","3,912,878",59.7,"3,717,302",56.7,"195,576",5
141,20500,37,North Carolina,2008,March,"6,975,997","4,548,589",65.2,"4,312,032",61.8,"236,557",5.2
142,20501,38,North Dakota,2008,March,"497,790","371,008",74.5,"360,494",72.4,"10,514",2.8
143,20502,39,Ohio,2008,March,"8,920,917","6,008,457",67.4,"5,664,400",63.5,"344,057",5.7
144,20503,40,Oklahoma,2008,March,"2,734,661","1,729,075",63.2,"1,673,464",61.2,"55,611",3.2
145,20504,41,Oregon,2008,March,"2,957,914","1,927,307",65.2,"1,829,599",61.9,"97,708",5.1
146,20505,42,Pennsylvania,2008,March,"9,870,932","6,410,873",64.9,"6,099,944",61.8,"310,929",4.9
147,20506,44,Rhode Island,2008,March,"837,805","568,244",67.8,"531,970",63.5,"36,274",6.4
148,20507,45,South Carolina,2008,March,"3,422,061","2,145,291",62.7,"2,013,689",58.8,"131,602",6.1
149,20508,46,South Dakota,2008,March,"609,538","437,569",71.8,"426,073",69.9,"11,496",2.6
150,20509,47,Tennessee,2008,March,"4,804,746","3,052,029",63.5,"2,881,036",60,"170,993",5.6
151,20510,48,Texas,2008,March,"17,636,630","11,587,968",65.7,"11,084,171",62.8,"503,797",4.3
152,20511,49,Utah,2008,March,"1,921,544","1,390,054",72.3,"1,349,332",70.2,"40,722",2.9
153,20512,50,Vermont,2008,March,"503,985","352,567",70,"337,934",67.1,"14,633",4.2
154,20513,51,Virginia,2008,March,"5,905,631","4,106,722",69.5,"3,952,938",66.9,"153,784",3.7
155,20514,53,Washington,2008,March,"5,064,189","3,456,754",68.3,"3,294,563",65.1,"162,191",4.7
156,20515,54,West Virginia,2008,March,"1,447,234","806,233",55.7,"769,968",53.2,"36,265",4.5
157,20516,55,Wisconsin,2008,March,"4,379,735","3,091,763",70.6,"2,957,863",67.5,"133,900",4.3
158,20517,56,Wyoming,2008,March,"408,662","295,041",72.2,"287,354",70.3,"7,687",2.6
159,20518,1,Alabama,2008,April,"3,584,693","2,180,544",60.8,"2,070,085",57.7,"110,459",5.1
160,20519,2,Alaska,2008,April,"499,825","354,642",71,"332,225",66.5,"22,417",6.3
161,20520,4,Arizona,2008,April,"4,848,008","3,070,618",63.3,"2,921,370",60.3,"149,248",4.9
162,20521,5,Arkansas,2008,April,"2,182,082","1,354,740",62.1,"1,287,626",59,"67,114",5
