Date,Open,High,Low,Close,Adj Close,Volume
"Oct 14, 2020","28,731.30","28,792.56","28,461.73","28,514.00","28,514.00","3,708,000"
"Oct 13, 2020","28,764.95","28,808.84","28,604.35","28,679.81","28,679.81","5,261,100"
"Oct 12, 2020","28,671.12","28,957.90","28,659.67","28,837.52","28,837.52","4,936,800"
"Oct 09, 2020","28,533.61","28,676.29","28,440.63","28,586.90","28,586.90","3,240,500"
"Oct 08, 2020","28,348.86","28,459.13","28,265.56","28,425.51","28,425.51","3,147,500"
"Oct 07, 2020","27,971.36","28,369.66","27,971.36","28,303.46","28,303.46","3,287,500"
"Oct 06, 2020","28,214.24","28,354.48","27,728.03","27,772.76","27,772.76","4,350,300"
"Oct 05, 2020","27,825.42","28,162.64","27,825.42","28,148.64","28,148.64","3,182,100"
"Oct 02, 2020","27,536.39","27,861.43","27,382.94","27,682.81","27,682.81","3,927,700"
"Oct 01, 2020","27,940.63","28,041.46","27,669.26","27,816.90","27,816.90","3,734,500"
"Sep 30, 2020","27,514.64","28,026.33","27,511.06","27,781.70","27,781.70","4,525,500"
"Sep 29, 2020","27,560.24","27,605.60","27,338.09","27,452.66","27,452.66","3,038,200"
"Sep 28, 2020","27,362.14","27,722.60","27,362.14","27,584.06","27,584.06","4,018,600"
"Sep 25, 2020","26,694.51","27,239.29","26,635.38","27,173.96","27,173.96","3,889,000"
"Sep 24, 2020","26,716.09","27,094.85","26,537.01","26,815.44","26,815.44","4,478,100"
"Sep 23, 2020","27,413.60","27,464.46","26,716.12","26,763.13","26,763.13","4,594,700"
"Sep 22, 2020","27,170.34","27,333.09","26,989.93","27,288.18","27,288.18","4,207,200"
"Sep 21, 2020","27,484.71","27,484.71","26,715.15","27,147.70","27,147.70","5,236,600"
"Sep 18, 2020","27,864.87","27,946.69","27,487.97","27,657.42","27,657.42","6,987,100"
"Sep 17, 2020","27,834.18","28,056.79","27,647.93","27,901.98","27,901.98","4,372,300"
"Sep 16, 2020","28,031.69","28,364.77","28,021.67","28,032.38","28,032.38","4,166,500"
"Sep 15, 2020","28,139.76","28,231.06","27,931.45","27,995.60","27,995.60","4,145,200"
"Sep 14, 2020","27,718.74","28,086.06","27,718.74","27,993.33","27,993.33","3,807,500"
"Sep 11, 2020","27,613.86","27,828.82","27,448.15","27,665.64","27,665.64","4,353,300"
"Sep 10, 2020","28,022.51","28,174.78","27,447.08","27,534.58","27,534.58","4,428,500"
"Sep 09, 2020","27,711.71","28,206.21","27,704.54","27,940.47","27,940.47","4,605,900"
"Sep 08, 2020","27,925.23","27,925.23","27,464.90","27,500.89","27,500.89","5,808,600"
"Sep 04, 2020","28,341.05","28,539.75","27,664.68","28,133.31","28,133.31","6,946,400"
"Sep 03, 2020","29,090.70","29,199.35","28,074.76","28,292.73","28,292.73","6,500,800"
"Sep 02, 2020","28,736.79","29,162.88","28,713.53","29,100.50","29,100.50","5,395,100"
"Sep 01, 2020","28,439.61","28,659.26","28,290.72","28,645.66","28,645.66","4,234,100"
"Aug 31, 2020","28,643.66","28,643.66","28,363.55","28,430.05","28,430.05","5,173,200"
"Aug 28, 2020","28,601.29","28,733.35","28,487.98","28,653.87","28,653.87","3,697,400"
"Aug 27, 2020","28,384.07","28,634.22","28,363.93","28,492.27","28,492.27","4,043,400"
"Aug 26, 2020","28,257.88","28,353.80","28,153.91","28,331.92","28,331.92","3,270,700"
"Aug 25, 2020","28,347.42","28,400.74","28,094.57","28,248.44","28,248.44","3,384,200"
"Aug 24, 2020","28,077.58","28,314.94","28,041.75","28,308.46","28,308.46","3,838,800"
"Aug 21, 2020","27,758.13","27,959.48","27,686.78","27,930.33","27,930.33","3,727,200"
"Aug 20, 2020","27,622.68","27,781.46","27,526.25","27,739.73","27,739.73","3,045,500"
"Aug 19, 2020","27,811.26","27,920.42","27,647.67","27,692.88","27,692.88","3,114,600"
"Aug 18, 2020","27,853.48","27,891.12","27,668.79","27,778.07","27,778.07","2,761,700"
"Aug 17, 2020","27,970.05","27,999.81","27,816.40","27,844.91","27,844.91","2,868,600"
"Aug 14, 2020","27,828.93","27,977.81","27,759.39","27,931.02","27,931.02","2,755,400"
"Aug 13, 2020","27,922.51","27,986.10","27,789.78","27,896.72","27,896.72","3,601,600"
"Aug 12, 2020","27,860.24","28,043.89","27,843.32","27,976.84","27,976.84","3,402,100"
"Aug 11, 2020","27,961.64","28,154.88","27,624.51","27,686.91","27,686.91","4,282,200"
"Aug 10, 2020","27,488.21","27,803.86","27,488.21","27,791.44","27,791.44","3,603,400"
"Aug 07, 2020","27,321.68","27,456.24","27,223.55","27,433.48","27,433.48","3,211,700"
"Aug 06, 2020","27,170.82","27,394.10","27,145.25","27,386.98","27,386.98","3,224,600"
"Aug 05, 2020","26,924.78","27,221.67","26,924.78","27,201.52","27,201.52","3,660,000"
"Aug 04, 2020","26,664.61","26,832.72","26,597.82","26,828.47","26,828.47","3,463,500"
"Aug 03, 2020","26,542.32","26,707.26","26,534.38","26,664.40","26,664.40","4,393,800"
"Jul 31, 2020","26,409.33","26,440.02","26,013.59","26,428.32","26,428.32","4,880,500"
"Jul 30, 2020","26,367.42","26,374.93","25,992.28","26,313.65","26,313.65","3,515,400"
"Jul 29, 2020","26,388.44","26,602.45","26,375.39","26,539.57","26,539.57","3,475,800"
"Jul 28, 2020","26,529.45","26,556.84","26,361.71","26,379.28","26,379.28","3,610,900"
"Jul 27, 2020","26,447.67","26,625.46","26,426.92","26,584.77","26,584.77","4,009,300"
"Jul 24, 2020","26,533.41","26,625.70","26,402.86","26,469.89","26,469.89","4,941,700"
"Jul 23, 2020","26,955.97","26,973.85","26,560.04","26,652.33","26,652.33","4,198,000"
"Jul 22, 2020","26,824.56","27,035.24","26,794.19","27,005.84","27,005.84","4,043,400"
"Jul 21, 2020","26,833.14","27,025.38","26,766.22","26,840.40","26,840.40","3,649,300"
"Jul 20, 2020","26,660.29","26,765.02","26,504.20","26,680.87","26,680.87","3,093,900"
"Jul 17, 2020","26,774.62","26,808.43","26,619.88","26,671.95","26,671.95","2,964,600"
"Jul 16, 2020","26,746.57","26,879.16","26,590.01","26,734.71","26,734.71","2,873,300"
"Jul 15, 2020","27,009.81","27,071.33","26,692.48","26,870.10","26,870.10","3,849,000"
"Jul 14, 2020","26,044.17","26,690.52","25,994.98","26,642.59","26,642.59","4,016,400"
"Jul 13, 2020","26,225.07","26,639.09","26,044.23","26,085.80","26,085.80","4,253,200"
"Jul 10, 2020","25,690.35","26,101.32","25,637.50","26,075.30","26,075.30","3,381,700"
"Jul 09, 2020","26,094.92","26,103.28","25,523.51","25,706.09","25,706.09","3,876,100"
"Jul 08, 2020","25,950.06","26,109.49","25,816.25","26,067.28","26,067.28","3,373,000"
"Jul 07, 2020","26,172.01","26,174.93","25,866.58","25,890.18","25,890.18","3,468,200"
"Jul 06, 2020","25,996.08","26,297.53","25,996.08","26,287.03","26,287.03","3,406,900"
"Jul 02, 2020","25,936.45","26,204.41","25,778.12","25,827.36","25,827.36","3,491,300"
"Jul 01, 2020","25,879.38","26,019.31","25,713.61","25,734.97","25,734.97","3,731,800"
"Jun 30, 2020","25,512.43","25,905.38","25,475.14","25,812.88","25,812.88","4,107,800"
"Jun 29, 2020","25,152.45","25,601.15","25,096.16","25,595.80","25,595.80","3,780,700"
"Jun 26, 2020","25,641.69","25,641.69","24,971.03","25,015.55","25,015.55","6,408,600"
"Jun 25, 2020","25,365.22","25,769.61","25,209.79","25,745.60","25,745.60","3,845,600"
"Jun 24, 2020","25,992.96","25,992.96","25,296.73","25,445.94","25,445.94","4,501,200"
"Jun 23, 2020","26,159.39","26,314.97","26,105.97","26,156.10","26,156.10","3,899,800"
"Jun 22, 2020","25,865.08","26,059.81","25,667.68","26,024.96","26,024.96","3,517,800"
"Jun 19, 2020","26,213.10","26,451.44","25,759.66","25,871.46","25,871.46","6,693,900"
"Jun 18, 2020","26,016.45","26,154.20","25,848.53","26,080.10","26,080.10","3,283,900"
"Jun 17, 2020","26,330.52","26,400.07","26,068.41","26,119.61","26,119.61","3,288,300"
"Jun 16, 2020","26,326.68","26,611.03","25,811.70","26,289.98","26,289.98","4,895,000"
"Jun 15, 2020","25,270.39","25,891.58","24,843.18","25,763.16","25,763.16","4,612,300"
"Jun 12, 2020","25,659.42","25,965.55","25,078.41","25,605.54","25,605.54","5,144,400"
"Jun 11, 2020","26,282.51","26,294.08","25,082.72","25,128.17","25,128.17","6,477,800"
"Jun 10, 2020","27,251.89","27,355.22","26,938.05","26,989.99","26,989.99","4,489,300"
"Jun 09, 2020","27,447.37","27,447.37","27,151.06","27,272.30","27,272.30","3,814,300"
